AÑO,MES,CATEGORIA,TIPO,DISTRITO,PROVINCIA,LUGAR,SITIOTURISTICO,ACTIVIDAD,NVISITANTES,PROVENIENCIA,PRECIO
2018,junio,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,Turismo,716,nacional,30
2018,junio,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,Turismo,10,extranjero,65
2018,junio,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,184,nacional,30
2018,junio,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,795,extranjero,65
2018,junio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,2,nacional,30
2018,junio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,169,extranjero,65
2018,junio,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,TrekingQuillcayhuanca Cojup,2,nacional,30
2018,junio,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,TrekingQuillcayhuanca Cojup,55,extranjero,65
2018,junio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,TrekingQuillcayhuanca Cojup,0,nacional,30
2018,junio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,TrekingQuillcayhuanca Cojup,0,extranjero,65
2018,junio,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,21,nacional,30
2018,junio,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,23,extranjero,65
2018,junio,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,2,nacional,30
2018,junio,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,7,extranjero,65
2018,junio,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,escaladadelnevadoOcshapalcayalnevadoVallunaraju,1,nacional,30
2018,junio,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,escaladadelnevadoOcshapalcayalnevadoVallunaraju,55,extranjero,65
2018,junio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,nacional,30
2018,junio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,extranjero,65
2018,junio,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,280,nacional,30
2018,junio,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,113,extranjero,65
2018,junio,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,0,nacional,30
2018,junio,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,0,extranjero,65
2018,junio,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,escaladaalnevadoContrahierbas,0,nacional,30
2018,junio,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,escaladaalnevadoContrahierbas,0,extranjero,65
2018,junio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escaladaalnevadoContrahierbas,0,nacional,30
2018,junio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escaladaalnevadoContrahierbas,0,extranjero,65
2018,junio,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,0,nacional,30
2018,junio,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,0,extranjero,65
2018,junio,convencional,exonerado,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,2210,nacional,30
2018,junio,convencional,exonerado,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,293,extranjero,65
2018,junio,convencional,Conboleto ,Caraz,Huaylas,Paron,LagunaParon,Turismo,0,nacional,30
2018,junio,convencional,Conboleto ,Caraz,Huaylas,Paron,LagunaParon,Turismo,0,extranjero,65
2018,junio,convencional,exonerado,Caraz,Huaylas,Paron,LagunaParon,Turismo,687,nacional,30
2018,junio,convencional,exonerado,Caraz,Huaylas,Paron,LagunaParon,Turismo,1745,extranjero,65
2018,junio,Aventura,Conboleto ,Caraz,Huaylas,Paron,Paron,escaladaalnevadoArtesonraju,0,nacional,30
2018,junio,Aventura,Conboleto ,Caraz,Huaylas,Paron,Paron,escaladaalnevadoArtesonraju,22,extranjero,65
2018,junio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escaladaalnevadoArtesonraju,0,nacional,30
2018,junio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escaladaalnevadoArtesonraju,0,extranjero,65
2018,junio,Aventura,Conboleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,13,nacional,30
2018,junio,Aventura,Conboleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekkingSantaCruzHuaripampa,472,extranjero,65
2018,junio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekkingSantaCruzHuaripampa,0,nacional,30
2018,junio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekkingSantaCruzHuaripampa,0,extranjero,65
2018,junio,Aventura,Conboleto ,SanMarcos,Huari,Huaripampa,Huaripampa,trekkingSantaCruzHuaripampa,17,nacional,30
2018,junio,Aventura,Conboleto ,SanMarcos,Huari,Huaripampa,Huaripampa,trekkingSantaCruzHuaripampa,835,extranjero,65
2018,junio,Aventura,exonerado,SanMarcos,Huari,Huaripampa,Huaripampa,trekkingSantaCruzHuaripampa,0,nacional,30
2018,junio,Aventura,exonerado,SanMarcos,Huari,Huaripampa,Huaripampa,trekkingSantaCruzHuaripampa,0,extranjero,65
2018,julio,convencional,Conboleto ,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna141,Turismo,17765,nacional,30
2018,julio,convencional,Conboleto ,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna142,Turismo,3439,extranjero,65
2018,julio,convencional,exonerado,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna143,Turismo,807,nacional,30
2018,julio,convencional,exonerado,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna144,Turismo,277,extranjero,65
2018,julio,Aventura,Conboleto ,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,32,nacional,30
2018,julio,Aventura,Conboleto ,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,1148,extranjero,65
2018,julio,Aventura,exonerado,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,0,nacional,30
2018,julio,Aventura,exonerado,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,0,extranjero,65
2018,julio,convencional,Conboleto ,Catac,Recuay,carpa,Pastoruri,Alpinismo,8356,nacional,30
2018,julio,convencional,Conboleto ,Catac,Recuay,carpa,Pastoruri,Alpinismo,955,extranjero,65
2018,julio,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Alpinismo,504,nacional,30
2018,julio,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Alpinismo,70,extranjero,65
2018,julio,Aventura,Conboleto ,Huaraz,Huaraz,Ishinca,PNH,Turismo,20,nacional,30
2018,julio,Aventura,Conboleto ,Huaraz,Huaraz,Ishinca,PNH,Turismo,485,extranjero,65
2018,julio,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,Turismo,26,nacional,30
2018,julio,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,Turismo,0,extranjero,65
2018,julio,convencional,Conboleto ,Acopalca,Huari,Purhuay,lagunaPurhuay,escaladaalosnevadosdeIshinca,0,nacional,30
2018,julio,convencional,Conboleto ,Acopalca,Huari,Purhuay,lagunaPurhuay,escaladaalosnevadosdeIshinca,0,extranjero,65
2018,julio,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,escaladaalosnevadosdeIshinca,1285,nacional,30
2018,julio,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,escaladaalosnevadosdeIshinca,27,extranjero,65
2018,julio,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,405,nacional,30
2018,julio,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,954,extranjero,65
2018,julio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,35,nacional,30
2018,julio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,196,extranjero,65
2018,julio,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,8,nacional,30
2018,julio,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,94,extranjero,65
2018,julio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,35,nacional,30
2018,julio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,0,extranjero,65
2018,julio,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,TrekingQuillcayhuanca Cojup,54,nacional,30
2018,julio,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,TrekingQuillcayhuanca Cojup,39,extranjero,65
2018,julio,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,TrekingQuillcayhuanca Cojup,0,nacional,30
2018,julio,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,TrekingQuillcayhuanca Cojup,25,extranjero,65
2018,julio,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,Turismo,10,nacional,30
2018,julio,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,Turismo,48,extranjero,65
2018,julio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,Turismo,5,nacional,30
2018,julio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,Turismo,29,extranjero,65
2018,julio,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,escaladadelnevadoOcshapalcayalnevadoVallunaraju,1080,nacional,30
2018,julio,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,escaladadelnevadoOcshapalcayalnevadoVallunaraju,153,extranjero,65
2018,julio,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,escaladadelnevadoOcshapalcayalnevadoVallunaraju,39,nacional,30
2018,julio,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,escaladadelnevadoOcshapalcayalnevadoVallunaraju,13,extranjero,65
2018,julio,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,Turismo,0,nacional,30
2018,julio,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,Turismo,12,extranjero,65
2018,julio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,Turismo,0,nacional,30
2018,julio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,Turismo,0,extranjero,65
2018,julio,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,escaladaalnevadoContrahierbas,0,nacional,30
2018,julio,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,escaladaalnevadoContrahierbas,0,extranjero,65
2018,julio,convencional,exonerado,Chavin ,Huaraz,Querococha,Lagunaquerocoha,escaladaalnevadoContrahierbas,10980,nacional,30
2018,julio,convencional,exonerado,Chavin ,Huaraz,Querococha,Lagunaquerocoha,escaladaalnevadoContrahierbas,1062,extranjero,65
2018,julio,convencional,Conboleto ,Caraz,Huaylas,Paron,LagunaParon,Turismo,0,nacional,30
2018,julio,convencional,Conboleto ,Caraz,Huaylas,Paron,LagunaParon,Turismo,0,extranjero,65
2018,julio,convencional,exonerado,Caraz,Huaylas,Paron,LagunaParon,Turismo,4685,nacional,30
2018,julio,convencional,exonerado,Caraz,Huaylas,Paron,LagunaParon,Turismo,1938,extranjero,65
2018,julio,Aventura,Conboleto ,Caraz,Huaylas,Paron,Paron,Turismo,0,nacional,30
2018,julio,Aventura,Conboleto ,Caraz,Huaylas,Paron,Paron,Turismo,31,extranjero,65
2018,julio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,Turismo,0,nacional,30
2018,julio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,Turismo,0,extranjero,65
2018,julio,Aventura,Conboleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,escaladaalnevadoArtesonraju,16,nacional,30
2018,julio,Aventura,Conboleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,escaladaalnevadoArtesonraju,523,extranjero,65
2018,julio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,escaladaalnevadoArtesonraju,0,nacional,30
2018,julio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,escaladaalnevadoArtesonraju,0,extranjero,65
2018,julio,Aventura,Conboleto ,SanMarcos,Huari,Huaripampa,Huaripampa,trekking Santa Cruz - Huaripampa,4,nacional,30
2018,julio,Aventura,Conboleto ,SanMarcos,Huari,Huaripampa,Huaripampa,trekkingSantaCruzHuaripampa,841,extranjero,65
2018,julio,Aventura,exonerado,SanMarcos,Huari,Huaripampa,Huaripampa,trekkingSantaCruzHuaripampa,0,nacional,30
2018,julio,Aventura,exonerado,SanMarcos,Huari,Huaripampa,Huaripampa,trekkingSantaCruzHuaripampa,0,extranjero,65
2018,agosto,convencional,Conboleto ,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna145,trekkingSantaCruzHuaripampa,20120,nacional,30
2018,agosto,convencional,Conboleto ,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna146,trekkingSantaCruzHuaripampa,2965,extranjero,65
2018,agosto,convencional,exonerado,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna147,trekkingSantaCruzHuaripampa,984,nacional,30
2018,agosto,convencional,exonerado,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna148,trekkingSantaCruzHuaripampa,221,extranjero,65
2018,agosto,Aventura,Conboleto ,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,44,nacional,30
2018,agosto,Aventura,Conboleto ,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,970,extranjero,65
2018,agosto,Aventura,exonerado,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,0,nacional,30
2018,agosto,Aventura,exonerado,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,Turismo,0,extranjero,65
2018,agosto,convencional,Conboleto ,Catac,Recuay,carpa,Pastoruri,Turismo,9702,nacional,30
2018,agosto,convencional,Conboleto ,Catac,Recuay,carpa,Pastoruri,Turismo,1178,extranjero,65
2018,agosto,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,688,nacional,30
2018,agosto,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,1,extranjero,65
2018,agosto,Aventura,Conboleto ,Huaraz,Huaraz,Ishinca,PNH,Alpinismo,11,nacional,30
2018,agosto,Aventura,Conboleto ,Huaraz,Huaraz,Ishinca,PNH,Alpinismo,125,extranjero,65
2018,agosto,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,Alpinismo,0,nacional,30
2018,agosto,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,Alpinismo,8,extranjero,65
2018,agosto,convencional,Conboleto ,Acopalca,Huari,Purhuay,lagunaPurhuay,Turismo,0,nacional,30
2018,agosto,convencional,Conboleto ,Acopalca,Huari,Purhuay,lagunaPurhuay,Turismo,0,extranjero,65
2018,agosto,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,Turismo,1113,nacional,30
2018,agosto,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,Turismo,3,extranjero,65
2018,agosto,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,escaladaalosnevadosdeIshinca,388,nacional,30
2018,agosto,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,escaladaalosnevadosdeIshinca,983,extranjero,65
2018,agosto,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,escaladaalosnevadosdeIshinca,12,nacional,30
2018,agosto,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,escaladaalosnevadosdeIshinca,102,extranjero,65
2018,agosto,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,3,nacional,30
2018,agosto,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,70,extranjero,65
2018,agosto,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,0,nacional,30
2018,agosto,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Turismo,0,extranjero,65
2018,agosto,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,21,nacional,30
2018,agosto,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,71,extranjero,65
2018,agosto,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,0,nacional,30
2018,agosto,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,0,extranjero,65
2018,agosto,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,TrekingQuillcayhuanca Cojup,7,nacional,30
2018,agosto,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,TrekingQuillcayhuanca Cojup,25,extranjero,65
2018,agosto,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,TrekingQuillcayhuanca Cojup,0,nacional,30
2018,agosto,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,TrekingQuillcayhuanca Cojup,10,extranjero,65
2018,agosto,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,796,nacional,30
2018,agosto,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,98,extranjero,65
2018,agosto,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,19,nacional,30
2018,agosto,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,Turismo,10,extranjero,65
2018,agosto,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,nacional,30
2018,agosto,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,extranjero,65
2018,agosto,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,nacional,30
2018,agosto,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,extranjero,65
2018,agosto,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,0,nacional,30
2018,agosto,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,0,extranjero,65
2018,agosto,convencional,exonerado,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,16537,nacional,30
2018,agosto,convencional,exonerado,Chavin ,Huaraz,Querococha,Lagunaquerocoha,Turismo,919,extranjero,65
2018,agosto,convencional,Conboleto ,Caraz,Huaylas,Paron,LagunaParon,escaladaalnevadoContrahierbas,0,nacional,30
2018,agosto,convencional,Conboleto ,Caraz,Huaylas,Paron,LagunaParon,escaladaalnevadoContrahierbas,0,extranjero,65
2018,agosto,convencional,exonerado,Caraz,Huaylas,Paron,LagunaParon,escaladaalnevadoContrahierbas,2140,nacional,30
2018,agosto,convencional,exonerado,Caraz,Huaylas,Paron,LagunaParon,escaladaalnevadoContrahierbas,2234,extranjero,65
2018,agosto,Aventura,Conboleto ,Caraz,Huaylas,Paron,Paron,Turismo,0,nacional,30
2018,agosto,Aventura,Conboleto ,Caraz,Huaylas,Paron,Paron,Turismo,22,extranjero,65
2018,agosto,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,Turismo,0,nacional,30
2018,agosto,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,Turismo,0,extranjero,65
2018,agosto,Aventura,Conboleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,Turismo,17,nacional,30
2018,agosto,Aventura,Conboleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,Turismo,403,extranjero,65
2018,agosto,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,Turismo,0,nacional,30
2018,agosto,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,Turismo,0,extranjero,65
2018,agosto,Aventura,Conboleto ,SanMarcos,Huari,Huaripampa,Huaripampa,escaladaalnevadoArtesonraju,20,nacional,30
2018,agosto,Aventura,Conboleto ,SanMarcos,Huari,Huaripampa,Huaripampa,escaladaalnevadoArtesonraju,866,extranjero,65
2018,agosto,Aventura,exonerado,SanMarcos,Huari,Huaripampa,Huaripampa,escaladaalnevadoArtesonraju,0,nacional,30
2018,agosto,Aventura,exonerado,SanMarcos,Huari,Huaripampa,Huaripampa,escaladaalnevadoArtesonraju,27,extranjero,65
2018,setiembre,convencional,Conboleto ,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna149,trekking Santa Cruz - Huaripampa,9408,nacional,30
2018,setiembre,convencional,Conboleto ,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna150,trekkingSantaCruzHuaripampa,2595,extranjero,65
2018,setiembre,convencional,exonerado,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna151,trekkingSantaCruzHuaripampa,460,nacional,30
2018,setiembre,convencional,exonerado,Yungay,Yungay,Llanganuco,lagunaChinancochaylaguna152,trekkingSantaCruzHuaripampa,274,extranjero,65
2018,setiembre,Aventura,Conboleto ,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,trekkingSantaCruzHuaripampa,12,nacional,30
2018,setiembre,Aventura,Conboleto ,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,trekkingSantaCruzHuaripampa,747,extranjero,65
2018,setiembre,Aventura,exonerado,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,trekkingSantaCruzHuaripampa,0,nacional,30
2018,setiembre,Aventura,exonerado,Yungay,Yungay,Llanganuco,nevadosYanapacchaChacrarajuHuandoyyChopicalqui,trekkingSantaCruzHuaripampa,0,extranjero,65
2018,setiembre,convencional,Conboleto ,Catac,Recuay,carpa,Pastoruri,Turismo,4820,nacional,30
2018,setiembre,convencional,Conboleto ,Catac,Recuay,carpa,Pastoruri,Turismo,1087,extranjero,65
2018,setiembre,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,458,nacional,30
2018,setiembre,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,155,extranjero,65
2018,setiembre,Aventura,Conboleto ,Huaraz,Huaraz,Ishinca,PNH,Turismo,2,nacional,30
2018,setiembre,Aventura,Conboleto ,Huaraz,Huaraz,Ishinca,PNH,Turismo,26,extranjero,65
2018,setiembre,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,Turismo,0,nacional,30
2018,setiembre,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,Turismo,10,extranjero,65
2018,setiembre,convencional,Conboleto ,Acopalca,Huari,Purhuay,lagunaPurhuay,Alpinismo,0,nacional,30
2018,setiembre,convencional,Conboleto ,Acopalca,Huari,Purhuay,lagunaPurhuay,Alpinismo,0,extranjero,65
2018,setiembre,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,Alpinismo,885,nacional,30
2018,setiembre,convencional,exonerado,Acopalca,Huari,Purhuay,lagunaPurhuay,Alpinismo,18,extranjero,65
2018,setiembre,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,238,nacional,30
2018,setiembre,convencional,Conboleto ,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,692,extranjero,65
2018,setiembre,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,2,nacional,30
2018,setiembre,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,LagunaChurup,Turismo,86,extranjero,65
2018,setiembre,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,escaladaalosnevadosdeIshinca,0,nacional,30
2018,setiembre,Aventura,Conboleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,escaladaalosnevadosdeIshinca,12,extranjero,65
2018,setiembre,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,escaladaalosnevadosdeIshinca,0,nacional,30
2018,setiembre,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,escaladaalosnevadosdeIshinca,0,extranjero,65
2018,setiembre,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,8,nacional,30
2018,setiembre,convencional,Conboleto ,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,16,extranjero,65
2018,setiembre,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,3,nacional,30
2018,setiembre,convencional,exonerado,Independencia,Huaraz,Llaca,lagunaLlaca,Turismo,16,extranjero,65
2018,setiembre,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,Turismo,7,nacional,30
2018,setiembre,Aventura,Conboleto ,Independencia,Huaraz,Llaca,Llaca,Turismo,20,extranjero,65
2018,setiembre,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,Turismo,0,nacional,30
2018,setiembre,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,Turismo,10,extranjero,65
2018,setiembre,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,TrekingQuillcayhuanca Cojup,533,nacional,30
2018,setiembre,convencional,Conboleto ,Shilla,Carhuaz,Ulta,Puntaolimpica,TrekingQuillcayhuanca Cojup,65,extranjero,65
2018,setiembre,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,TrekingQuillcayhuanca Cojup,487,nacional,30
2018,setiembre,convencional,exonerado,Shilla,Carhuaz,Ulta,Puntaolimpica,TrekingQuillcayhuanca Cojup,18,extranjero,65
2018,setiembre,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,Turismo,0,nacional,30
2018,setiembre,Aventura,Conboleto ,Shilla,Carhuaz,Ulta,Ulta,Turismo,0,extranjero,65
2018,setiembre,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,Turismo,0,nacional,30
2018,setiembre,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,Turismo,0,extranjero,65
2018,setiembre,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,nacional,30
2018,setiembre,convencional,Conboleto ,Chavin ,Huaraz,Querococha,Lagunaquerocoha,escaladadelnevadoOcshapalcayalnevadoVallunaraju,0,extranjero,65
2018,setiembre,convencional,exonerado,Chavin ,Huaraz,Querococha,Lagunaquerocoha,escaladadelnevadoOcshapalcayalnevadoVallunaraju,9273,nacional,30
